1,1,1,199,2,7097,1,6,2,20,19,2,29.711
2,1,1,340,1,3039,2,3,2,20,19,2,29.711
3,1,1,333,2,2853,2,6,1,20,19,2,29.711
4,1,1,51,1,1396,1,1,1,20,19,2,29.711
5,1,1,373,2,2405,2,6,1,20,19,2,29.711
6,1,1,100,2,1418,1,6,2,20,19,2,29.711
7,1,1,37,1,1032,2,1,2,20,19,2,29.711
8,1,1,172,1,748,1,1,1,20,19,2,29.711
9,1,1,302,1,852,1,2,1,20,19,2,29.711
10,1,1,368,2,631,1,6,2,20,19,2,29.711
11,1,1,211,2,1234,2,6,1,20,19,2,29.711
12,1,1,362,2,1645,2,6,1,20,19,2,29.711
13,1,1,147,2,1006,2,6,1,20,19,2,29.711
14,1,1,135,2,475,1,5,2,20,19,2,29.711
15,1,1,320,1,726,2,3,2,20,19,2,29.711
16,1,1,88,2,422,1,4,2,20,19,2,29.711
17,1,1,263,1,234,1,3,1,20,19,2,29.711
18,1,1,281,2,329,1,5,2,20,19,2,29.711
19,1,1,3,1,459,1,2,1,20,19,2,29.711
20,1,1,269,1,817,1,2,1,20,19,2,29.711
21,1,1,379,1,482,2,1,2,20,19,2,29.711
22,1,1,58,2,847,1,5,2,20,19,2,29.711
23,2,1,377,1,2820,1,1,1,20,19,2,29.711
24,2,1,241,1,3360,2,1,2,20,19,2,29.711
25,2,1,26,2,2191,1,6,2,20,19,2,29.711
26,2,1,109,2,2275,1,6,2,20,19,2,29.711
27,2,1,242,1,1707,1,1,1,20,19,2,29.711
28,2,1,237,1,1408,1,2,1,20,19,2,29.711
29,2,1,294,2,953,2,5,1,20,19,2,29.711
30,2,1,354,1,918,2,2,2,20,19,2,29.711
31,2,1,369,2,929,1,4,2,20,19,2,29.711
32,2,1,188,2,1554,1,6,2,20,19,2,29.711
33,2,1,262,1,3195,1,1,1,20,19,2,29.711
34,2,1,201,1,768,1,2,1,20,19,2,29.711
35,2,1,303,1,722,2,3,2,20,19,2,29.711
36,2,1,101,1,482,2,2,2,20,19,2,29.711
37,2,1,57,2,497,2,5,1,20,19,2,29.711
38,2,1,78,1,344,2,3,2,20,19,2,29.711
39,2,1,193,2,446,2,4,1,20,19,2,29.711
40,2,1,291,1,790,2,2,2,20,19,2,29.711
41,2,1,268,1,936,1,2,1,20,19,2,29.711
42,2,1,153,2,1650,1,6,2,20,19,2,29.711
43,2,1,94,1,1186,1,1,1,20,19,2,29.711
44,2,1,151,1,914,1,3,1,20,19,2,29.711
45,3,1,134,1,2860,2,1,2,20,19,2,29.711
46,3,1,217,1,2221,1,2,1,20,19,2,29.711
47,3,1,112,2,230,1,5,2,20,19,2,29.711
48,3,1,252,1,296,1,2,1,20,19,2,29.711
49,3,1,246,2,129,1,5,2,20,19,2,29.711
50,3,1,324,1,73,2,1,2,20,19,2,29.711
51,3,1,334,1,248,2,1,2,20,19,2,29.711
52,3,1,113,1,63,1,2,1,20,19,2,29.711
53,3,1,296,2,1297,2,5,1,20,19,2,29.711
54,3,1,86,1,390,2,2,2,20,19,2,29.711
55,3,1,295,1,475,1,2,1,20,19,2,29.711
56,3,1,83,2,686,2,5,1,20,19,2,29.711
57,3,1,66,2,281,1,6,2,20,19,2,29.711
58,3,1,338,1,185,1,3,1,20,19,2,29.711
59,3,1,92,1,565,2,2,2,20,19,2,29.711
60,3,1,84,1,352,1,2,1,20,19,2,29.711
61,3,1,264,1,280,2,1,2,20,19,2,29.711
62,3,1,274,1,1820,1,1,1,20,19,2,29.711
63,3,1,336,2,1098,1,5,2,20,19,2,29.711
64,3,1,159,1,612,1,1,1,20,19,2,29.711
65,3,1,161,1,718,1,1,1,20,19,2,29.711
66,3,1,149,1,355,2,2,2,20,19,2,29.711
67,4,1,363,1,1343,1,1,1,20,19,2,29.711
68,4,1,122,2,1030,1,4,2,20,19,2,29.711
69,4,1,258,1,704,2,2,2,20,19,2,29.711
70,4,1,205,2,857,2,6,1,20,19,2,29.711
71,4,1,63,2,436,1,5,2,20,19,2,29.711
72,4,1,218,2,1477,1,5,2,20,19,2,29.711
73,4,1,157,1,465,2,2,2,20,19,2,29.711
74,4,1,133,1,435,1,2,1,20,19,2,29.711
75,4,1,87,1,448,1,3,1,20,19,2,29.711
76,4,1,50,1,323,1,1,1,20,19,2,29.711
77,4,1,36,2,965,1,5,2,20,19,2,29.711
78,4,1,194,2,2190,2,6,1,20,19,2,29.711
79,4,1,381,1,1082,2,2,2,20,19,2,29.711
80,4,1,365,2,488,1,4,2,20,19,2,29.711
81,4,1,6,1,318,1,3,1,20,19,2,29.711
82,4,1,18,1,414,1,1,1,20,19,2,29.711
83,4,1,116,2,540,2,5,1,20,19,2,29.711
84,4,1,244,2,66,2,5,1,20,19,2,29.711
85,4,1,141,2,102,1,4,2,20,19,2,29.711
86,4,1,247,2,31,1,5,2,20,19,2,29.711
87,4,1,176,1,91,1,2,1,20,19,2,29.711
88,4,1,91,1,508,2,3,2,20,19,2,29.711
89,5,1,349,1,1763,2,1,2,20,19,2,29.711
90,5,1,339,1,1236,1,2,1,20,19,2,29.711
91,5,1,195,2,255,2,4,1,20,19,2,29.711
92,5,1,287,1,59,1,2,1,20,19,2,29.711
93,5,1,59,1,137,1,2,1,20,19,2,29.711
94,5,1,212,1,67,2,1,2,20,19,2,29.711
95,5,1,77,2,223,1,5,2,20,19,2,29.711
96,5,1,2,2,54,1,5,2,20,19,2,29.711
97,5,1,27,1,80,2,2,2,20,19,2,29.711
98,5,1,21,2,72,1,5,2,20,19,2,29.711
99,5,1,107,2,138,2,4,1,20,19,2,29.711
100,5,1,347,1,92,2,1,2,20,19,2,29.711
101,5,1,35,1,113,1,1,1,20,19,2,29.711
102,5,1,15,1,138,2,2,2,20,19,2,29.711
103,5,1,144,2,522,1,6,2,20,19,2,29.711
104,5,1,190,2,122,1,5,2,20,19,2,29.711
105,5,1,139,2,713,2,5,1,20,19,2,29.711
106,5,1,62,2,518,2,6,1,20,19,2,29.711
107,5,1,32,2,374,2,4,1,20,19,2,29.711
108,5,1,236,2,996,2,4,1,20,19,2,29.711
109,5,1,108,2,510,2,5,1,20,19,2,29.711
110,5,1,304,1,872,2,3,2,20,19,2,29.711
111,6,1,312,1,1323,1,1,1,20,19,2,29.711
112,6,1,181,1,1598,1,1,1,20,19,2,29.711
113,6,1,232,2,1183,2,6,1,20,19,2,29.711
114,6,1,364,1,750,1,1,1,20,19,2,29.711
115,6,1,342,2,885,2,4,1,20,19,2,29.711
116,6,1,187,2,132,1,5,2,20,19,2,29.711
117,6,1,47,1,367,2,2,2,20,19,2,29.711
