1,1,1,331,1,1933,2,7137,3,2,2,17032,2,4,1,2,20,1,66.895
2,1,2,28,1,2969,1,7605,2,5,1,2617,0,2,0,2,20,1,66.895
3,1,2,214,1,2523,2,8419,4,3,1,1013,0,2,0,2,20,1,66.895
4,1,1,117,1,2219,1,2855,1,6,2,1437,1,6,2,2,20,1,66.895
5,1,1,268,1,4596,1,4251,1,5,1,1666,2,2,2,2,20,1,66.895
6,1,1,27,1,2810,1,7608,1,5,1,1388,1,2,1,2,20,1,66.895
7,1,1,315,1,2503,1,1116,1,6,2,901,1,6,2,2,20,1,66.895
8,1,1,186,1,2742,1,3627,1,5,2,1573,2,5,1,2,20,1,66.895
9,1,1,1,1,2593,1,4415,1,6,1,2636,1,1,1,2,20,1,66.895
10,1,1,353,1,2172,2,2672,3,2,1,10095,2,2,2,2,20,1,66.895
11,1,1,51,1,1962,1,1967,1,6,2,984,1,5,2,2,20,1,66.895
12,1,1,18,1,2190,1,3268,1,5,2,1316,1,5,2,2,20,1,66.895
13,1,2,288,1,2243,2,2540,4,2,1,4089,0,2,0,2,20,1,66.895
14,1,1,276,1,4985,1,2980,1,5,2,1416,2,5,1,2,20,1,66.895
15,1,1,230,1,2462,1,1305,1,4,2,1166,1,6,2,2,20,1,66.895
16,1,2,271,1,3417,1,2178,2,4,2,1555,0,5,0,2,20,1,66.895
17,1,2,189,1,3513,2,2430,4,2,1,1688,0,2,0,2,20,1,66.895
18,1,1,227,1,1906,1,1499,1,6,1,920,1,1,1,2,20,1,66.895
19,1,2,240,1,3021,1,1562,2,4,1,2322,0,3,0,2,20,1,66.895
20,1,2,207,1,3810,1,1220,2,5,2,2810,0,5,0,2,20,1,66.895
21,1,2,30,1,3231,2,1382,4,1,2,2608,0,4,0,2,20,1,66.895
22,1,1,229,1,2016,1,1300,1,4,2,1321,2,6,1,2,20,1,66.895
23,1,2,345,1,3597,2,3065,4,3,1,2498,0,2,0,2,20,1,66.895
24,1,2,70,1,2912,1,1894,2,5,2,1411,0,4,0,2,20,1,66.895
25,1,1,350,1,4445,1,1612,1,5,2,3010,2,5,1,2,20,1,66.895
26,1,1,218,1,3284,1,3229,1,5,1,709,1,2,1,2,20,1,66.895
27,1,1,180,1,2122,1,2450,1,4,1,2786,2,3,2,2,20,1,66.895
28,1,2,126,1,2408,1,2228,2,5,2,2163,0,5,0,2,20,1,66.895
29,1,1,312,1,3832,1,1350,1,5,1,2139,1,2,1,2,20,1,66.895
30,1,2,14,1,1950,1,954,2,4,2,1092,0,5,0,2,20,1,66.895
31,1,2,306,1,2022,2,1452,4,3,2,1310,0,5,0,2,20,1,66.895
