1,1,1,76,1,2733,2,12,19,2,32.903
2,1,1,270,1,1565,2,12,19,2,32.903
3,1,1,268,1,1531,1,12,19,2,32.903
4,1,1,101,1,1358,2,12,19,2,32.903
5,1,1,335,1,1550,1,12,19,2,32.903
6,1,1,40,1,1856,1,12,19,2,32.903
7,1,1,45,1,1116,2,12,19,2,32.903
8,1,1,264,1,1235,2,12,19,2,32.903
9,1,1,343,1,1197,2,12,19,2,32.903
10,1,1,24,1,1373,1,12,19,2,32.903
11,1,1,241,1,1146,1,12,19,2,32.903
12,1,1,239,1,1188,1,12,19,2,32.903
13,1,1,311,0,821,2,12,19,2,32.903
14,1,1,66,1,1318,1,12,19,2,32.903
15,1,1,81,1,2638,1,12,19,2,32.903
16,1,1,216,1,1120,1,12,19,2,32.903
17,1,1,376,1,2409,2,12,19,2,32.903
18,1,1,285,1,2109,2,12,19,2,32.903
19,1,1,320,1,1334,1,12,19,2,32.903
20,1,1,22,1,1639,2,12,19,2,32.903
21,1,1,135,1,1344,1,12,19,2,32.903
22,1,1,51,0,1565,2,12,19,2,32.903
23,2,1,18,1,1811,1,12,19,2,32.903
24,2,1,163,1,2290,1,12,19,2,32.903
25,2,1,143,1,1717,1,12,19,2,32.903
26,2,1,144,1,2627,1,12,19,2,32.903
27,2,1,71,1,1788,1,12,19,2,32.903
28,2,1,219,1,2177,2,12,19,2,32.903
29,2,1,218,0,1955,2,12,19,2,32.903
30,2,1,352,1,1573,2,12,19,2,32.903
31,2,1,86,1,1597,2,12,19,2,32.903
32,2,1,298,0,1304,2,12,19,2,32.903
33,2,1,375,1,1763,1,12,19,2,32.903
34,2,1,347,1,1758,2,12,19,2,32.903
35,2,1,142,1,880,1,12,19,2,32.903
36,2,1,238,1,627,1,12,19,2,32.903
37,2,1,308,1,1079,2,12,19,2,32.903
38,2,1,23,1,1474,1,12,19,2,32.903
39,2,1,217,0,1128,1,12,19,2,32.903
40,2,1,284,1,1454,2,12,19,2,32.903
41,2,1,27,1,1788,2,12,19,2,32.903
42,2,1,274,1,1678,2,12,19,2,32.903
43,2,1,174,1,1930,1,12,19,2,32.903
44,2,1,358,0,1557,2,12,19,2,32.903
45,3,1,249,1,1179,1,12,19,2,32.903
46,3,1,44,1,1021,1,12,19,2,32.903
47,3,1,310,0,1642,1,12,19,2,32.903
48,3,1,307,1,936,2,12,19,2,32.903
49,3,1,312,1,2189,1,12,19,2,32.903
50,3,1,79,1,2377,2,12,19,2,32.903
51,3,1,120,0,1534,1,12,19,2,32.903
52,3,1,4,1,1434,1,12,19,2,32.903
53,3,1,61,1,1136,2,12,19,2,32.903
54,3,1,277,0,1299,2,12,19,2,32.903
55,3,1,364,0,2068,2,12,19,2,32.903
56,3,1,16,1,1195,2,12,19,2,32.903
57,3,1,69,1,1248,2,12,19,2,32.903
58,3,1,1,0,641,1,12,19,2,32.903
59,3,1,349,1,1069,2,12,19,2,32.903
60,3,1,227,1,1162,2,12,19,2,32.903
61,3,1,155,1,1703,1,12,19,2,32.903
62,3,1,225,1,1748,1,12,19,2,32.903
63,3,1,321,0,1300,2,12,19,2,32.903
64,3,1,350,1,1170,1,12,19,2,32.903
65,3,1,165,1,1429,2,12,19,2,32.903
66,3,1,232,1,896,1,12,19,2,32.903
67,4,1,172,1,1350,1,12,19,2,32.903
68,4,1,5,1,2207,1,12,19,2,32.903
69,4,1,102,1,2003,1,12,19,2,32.903
70,4,1,331,1,1230,1,12,19,2,32.903
71,4,1,29,1,838,2,12,19,2,32.903
72,4,1,359,1,1625,2,12,19,2,32.903
73,4,1,146,0,696,1,12,19,2,32.903
74,4,1,221,1,1660,2,12,19,2,32.903
75,4,1,267,1,1071,2,12,19,2,32.903
76,4,1,315,1,1218,2,12,19,2,32.903
77,4,1,309,0,1288,1,12,19,2,32.903
78,4,1,187,1,1373,1,12,19,2,32.903
79,4,1,3,1,1545,1,12,19,2,32.903
80,4,1,180,1,1086,1,12,19,2,32.903
81,4,1,263,1,1115,2,12,19,2,32.903
82,4,1,37,1,1549,2,12,19,2,32.903
83,4,1,167,1,1597,1,12,19,2,32.903
84,4,1,88,1,1375,2,12,19,2,32.903
85,4,1,368,1,1355,2,12,19,2,32.903
86,4,1,186,1,863,2,12,19,2,32.903
