bury,,0
airy,airy,1
brow,brow,1
mend,mend,1
herb,herb5,1
mask,mask,1
wept,wept,1
halt,halt,1
dump,dump,1
lust,lust,1
boot,boot,1
rift,rift,1
doom,doom,1
heel,heel,1
lame,lame,1
trot,trot,1
scar,scar,1
spat,spat,1
arid,arid,1
idle,idle,1
ware,ware,1
slug,slug,1
nail,nail,1
mole,mole,1
wink,wink,1
sage,sage,1
vine,vine,1
cane,cane,1
emit,emit,1
arch,arch ,1
earl,earl,1
fete,fete,1
slot,slot,1
thaw,thaw,1
veil,veil,1
mint,mint,1
clot,clot,1
wavy,wavy,1
hunt,hunt,1
corp,corp,1
math,math ,1
thug,thug,1
sour,sour,1
slum,slum,1
wipe,wipe,1
pane,pane,1
sill,sill,1
lobe,lobe,1
vest,vest,1
smog,smog,1
gosh,gosh,1
whir,whir,1
mink,mink,1
wick,wick,1
dock,dock,1
grey,grey,1
rely,rely,1
cork,cork,1
weed,weed,1
roam,roam,1
stir,stir,1
fold,fold,1
peck,peck,1
moss,moss,1
seep,seep,1
blew,blew,1
bolt,bolt,1
hiss,hiss,1
envy,envy,1
oily,oily,1
skip,skip,1
fray,fray,1
dune,dune,1
lick,lick,1
ramp,ramp,1
hack,hack,1
dove,dove,1
grub,grub,1
deaf,deaf6,1
gage,gage,1
worm,worm,1
snag,snag,1
bake,bake 2,1
pram,prm,0
wove,wove ,1
wool,wool,1
chat,chat ,1
jolt,jolt,1
deem,deem,1
fuss,fuss,1
pony,piny,0
swap,swap,1
yawn,yawn,1
peer,peer,1
tick,tick,1
moan,moan,1
tune,tune,1
veto,veto,1
sear,sear,1
defy,defy,1
drip,drip 2,1
skid,skid,1
bite,bitw,0
dial,dial ,1
blur,blur,1
thud,thud,1
haul,haul,1
cart,cart,1
mute,mute,1
prod,prod,1
hoop,hoop,1
iced,iced,1
seam,seam,1
gash,gash,1
sped,sped,1
slam,slam,1
norm,norm,1
howl,howl ,1
quiz,quiz,1
jest,jest,1
slit,slit,1
chop,chop,1
fuse,fuse,1
womb,womb,1
tack,tack,1
bile,bile,1
punk,punk,1
wasp,wasp,1
fare,fare,1
tame,tame,1
moth,moth,1
edit,edit,1
curd,curd,1
loft,loft,1
dumb,dumb,1
akin,akin,1
gill,gill,1
warp,warp,1
maze,maze,1
mule,mule,1
pore,pore,1
yell,yell,1
curb,curb ,1
limb,limb,1
mock,mock,1
lewd,lewd,1
racy,racy,1
faze,faze,1
leak,leak,1
glee,glee,1
poke,poke,1
crow,crow,1
rack,rack,1
duck,duc1,0
foul,fou,0
numb,numb,1
debt,debt,1
sham,sham,1
robe,robe,1
mite,mite,1
rung,rung,1
knot,knot,1
tuck,tuck,1
tint,tint,1
sofa,sofa,1
wolf,wolf,1
bred,bred,1
bald,bald,1
dope,dope,1
oath,oath,1
crux,crux,1
curl,curl,1
sewn,sewn,1
ally,ally,1
nova,nova,1
bony,bony,1
