1,1,1,34,1,5947,1,2,1,30,19,1,39.126
2,1,1,147,2,5704,2,5,1,30,19,1,39.126
3,1,1,29,2,11061,2,4,1,30,19,1,39.126
4,1,1,10,2,3072,1,6,2,30,19,1,39.126
5,1,1,300,1,2291,1,1,1,30,19,1,39.126
6,1,1,343,1,4077,2,2,2,30,19,1,39.126
7,1,1,136,1,4655,2,2,2,30,19,1,39.126
8,1,1,200,1,5329,1,3,1,30,19,1,39.126
9,1,1,203,1,2741,2,3,2,30,19,1,39.126
10,1,1,269,2,9189,2,4,1,30,19,1,39.126
11,1,1,368,2,4218,1,5,2,30,19,1,39.126
12,1,1,313,2,9491,1,4,2,30,19,1,39.126
13,1,1,167,1,19995,1,3,1,30,19,1,39.126
14,1,1,146,2,2917,2,4,1,30,19,1,39.126
15,1,1,88,2,6385,1,5,2,30,19,1,39.126
16,1,1,5,2,2502,1,6,2,30,19,1,39.126
17,1,1,207,2,3587,1,4,2,30,19,1,39.126
18,1,1,81,1,3126,2,2,2,30,19,1,39.126
19,1,1,177,2,9249,2,5,1,30,19,1,39.126
20,1,1,362,1,2740,1,3,1,30,19,1,39.126
21,1,1,283,1,3781,1,1,1,30,19,1,39.126
22,1,1,37,2,25292,1,6,2,30,19,1,39.126
23,2,1,311,1,3422,2,2,2,30,19,1,39.126
24,2,1,211,2,3234,2,5,1,30,19,1,39.126
25,2,1,351,2,2272,2,5,1,30,19,1,39.126
26,2,1,335,2,1858,1,6,2,30,19,1,39.126
27,2,1,221,2,2813,2,5,1,30,19,1,39.126
28,2,1,204,2,1681,2,5,1,30,19,1,39.126
29,2,1,40,1,4570,1,2,1,30,19,1,39.126
30,2,1,215,1,2992,1,3,1,30,19,1,39.126
31,2,1,366,2,2355,1,5,2,30,19,1,39.126
32,2,1,58,2,1285,1,5,2,30,19,1,39.126
33,2,1,9,1,1656,1,1,1,30,19,1,39.126
34,2,1,100,2,1999,1,6,2,30,19,1,39.126
35,2,1,280,2,4751,1,4,2,30,19,1,39.126
36,2,1,90,2,1735,1,5,2,30,19,1,39.126
37,2,1,371,2,1653,1,4,2,30,19,1,39.126
38,2,1,51,1,2823,2,3,2,30,19,1,39.126
39,2,1,333,2,1781,1,4,2,30,19,1,39.126
40,2,1,299,1,2382,1,1,1,30,19,1,39.126
41,2,1,162,1,3191,1,3,1,30,19,1,39.126
42,2,1,357,2,3184,1,4,2,30,19,1,39.126
43,2,1,301,1,4278,1,1,1,30,19,1,39.126
44,2,1,93,1,1551,1,1,1,30,19,1,39.126
45,3,1,369,1,4020,2,3,2,30,19,1,39.126
46,3,1,370,1,3580,1,1,1,30,19,1,39.126
47,3,1,22,2,2025,1,4,2,30,19,1,39.126
48,3,1,126,2,1766,2,4,1,30,19,1,39.126
49,3,1,354,1,981,1,3,1,30,19,1,39.126
50,3,1,271,2,3331,1,5,2,30,19,1,39.126
51,3,1,372,2,2112,1,5,2,30,19,1,39.126
52,3,1,235,2,1310,1,5,2,30,19,1,39.126
53,3,1,319,1,2239,1,3,1,30,19,1,39.126
54,3,1,210,2,2568,1,6,2,30,19,1,39.126
55,3,1,127,1,5440,1,2,1,30,19,1,39.126
56,3,1,193,2,1906,1,5,2,30,19,1,39.126
57,3,1,286,2,2075,1,5,2,30,19,1,39.126
58,3,1,216,1,2197,1,3,1,30,19,1,39.126
59,3,1,292,2,7904,1,5,2,30,19,1,39.126
60,3,1,237,1,3335,1,2,1,30,19,1,39.126
61,3,1,367,1,2545,1,2,1,30,19,1,39.126
62,3,1,78,1,3726,1,2,1,30,19,1,39.126
63,3,1,57,2,3279,1,5,2,30,19,1,39.126
64,3,1,268,1,1685,1,2,1,30,19,1,39.126
65,3,1,302,1,4136,1,2,1,30,19,1,39.126
66,3,1,106,2,1872,1,4,2,30,19,1,39.126
67,4,1,26,2,4354,1,4,2,30,19,1,39.126
68,4,1,376,1,2567,1,3,1,30,19,1,39.126
69,4,1,12,1,903,2,3,2,30,19,1,39.126
70,4,1,89,2,2245,2,4,1,30,19,1,39.126
71,4,1,151,2,2106,1,5,2,30,19,1,39.126
72,4,1,130,1,1972,1,1,1,30,19,1,39.126
73,4,1,294,1,2105,2,3,2,30,19,1,39.126
74,4,1,228,2,1574,1,6,2,30,19,1,39.126
75,4,1,377,2,2021,1,5,2,30,19,1,39.126
76,4,1,43,2,1658,2,5,1,30,19,1,39.126
77,4,1,109,1,1718,1,1,1,30,19,1,39.126
78,4,1,378,1,1863,2,2,2,30,19,1,39.126
79,4,1,250,1,4238,1,3,1,30,19,1,39.126
80,4,1,114,1,10661,2,3,2,30,19,1,39.126
81,4,1,94,2,4601,1,4,2,30,19,1,39.126
82,4,1,134,1,3337,1,2,1,30,19,1,39.126
